SKU,Name,Image,colour1,percent1,colour2,percent2,colour3,percent3
008421411849,"TY - TMNT - Raphael with Red Mask (small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411849.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,51.0
008421411856,"TY - TMNT - Michelangelo with Orange Mask (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411856.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,52.0,BROWN,20.0,ORANGE,9.0
008421411863,"TY - TMNT - Leonardo with Blue Mask (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411863.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,57.0
008421411870,"TY - TMNT - Donatello with Purple Mask (small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411870.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,56.0
008421411887,"TY - Marvel - Spiderman (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411887.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",RED,55.0
008421411894,"TY - Marvel - Captain America (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411894.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,43.0
008421411900,"TY - Marvel - Ironman (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411900.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",RED,34.0,YELLOW,26.0,BROWN,19.0
008421411917,"TY - Marvel - Hulk (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411917.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,55.0
008421411924,"TY - Lion Guard - Bunga the Honey Badger (small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411924.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,64.0,BLUE,20.0,PINK,5.0
008421411931,"TY - Lion Guard - Fuli the Cheetah (small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411931.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,39.0,YELLOW,24.0,BROWN,17.0
008421411948,"TY - Lion Guard - Kion the Lion (small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411948.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,34.0,YELLOW,21.0,RED,14.0
008421420841,"Ty - Petals Monkey with Flower (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421420841.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,42.0,BLACK,27.0,GREY/WHITE,22.0
008421421022,"Ty - Otis Corgi Brown Dog (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421022.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,34.0,BROWN,34.0
008421421053,"Tiggs - Brown Tiger (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421053.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,57.0,GREY/WHITE,24.0,RED,7.0
008421421060,"Tundra - White Tiger Small by Ty","https://dynamic.indigoimages.ca/gifts/008421421060.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,85.0
008421421077,"Louie - Lion (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421077.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,74.0
008421421084,"Artic - Polar Bear Small by Ty","https://dynamic.indigoimages.ca/gifts/008421421084.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,89.0
008421421091,"Brownie - Brown Bear Small by Ty","https://dynamic.indigoimages.ca/gifts/008421421091.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,68.0
008421421107,"Ming - Panda Bear Small by Ty","https://dynamic.indigoimages.ca/gifts/008421421107.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,37.0,BLACK,29.0,BROWN,28.0
008421421114,"Bananas - Monkey (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421114.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,61.0
008421421176,"TY - Bandit the Raccoon (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421176.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,49.0,BLACK,24.0,BROWN,15.0
008421421190,"TY - Whopper the Elephant (small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421190.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,55.0,BLUE,26.0,PURPLE,15.0
008421421206,"TY - Freckles the Leopard (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421206.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,46.0,GREY/WHITE,30.0,BLACK,10.0
008421421213,"TY Beanie Boos Pongo Penguin by Ty","https://dynamic.indigoimages.ca/gifts/008421421213.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,59.0,BLACK,24.0
008421421237,"TY Beanie Boos Monroe Tan Gorilla by Ty","https://dynamic.indigoimages.ca/gifts/008421421237.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,76.0
008421421282,"TY Beanie Boos Kookoo Grey Koala by Ty","https://dynamic.indigoimages.ca/gifts/008421421282.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,77.0
008421421299,"Ty - Jaden the Siamese Cat (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421299.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,45.0,BLACK,29.0,BROWN,14.0
008421421305,"Ty Beanie Boos - Pearl the White Cat","https://dynamic.indigoimages.ca/gifts/008421421305.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,38.0,BLUE,34.0,GREEN,19.0
008421421329,"TY Beanie Boos Wiggy Grey Sea Lion by Ty","https://dynamic.indigoimages.ca/gifts/008421421329.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,82.0
008421421336,"Ty - Cecil the Lion by Ty","https://dynamic.indigoimages.ca/gifts/008421421336.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,59.0
008421421343,"Teeny Tys - Diggs the Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421421343.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,55.0
008421421350,"Teeny Tys - Finley the Fox by Ty","https://dynamic.indigoimages.ca/gifts/008421421350.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,41.0
008421421367,"Teeny Tys - Slippery the Seal by Ty","https://dynamic.indigoimages.ca/gifts/008421421367.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,44.0,GREEN,23.0,RED,11.0
008421421374,"Teeny Tys - Tiggy the Tiger by Ty","https://dynamic.indigoimages.ca/gifts/008421421374.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,37.0,BLACK,18.0,ORANGE,12.0
008421421381,"Teeny Tys - Miles the Leopard by Ty","https://dynamic.indigoimages.ca/gifts/008421421381.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,39.0,BLACK,25.0,PINK,10.0
008421421398,"Teeny Tys - Rugger the Raccoon by Ty","https://dynamic.indigoimages.ca/gifts/008421421398.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,58.0
008421421404,"Teeny Tys - Mabs the Giraffe by Ty","https://dynamic.indigoimages.ca/gifts/008421421404.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,40.0
008421421411,"Teeny Tys - Pocket the Penguin by Ty","https://dynamic.indigoimages.ca/gifts/008421421411.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,60.0
008421421428,"Teeny Tys - Nellie the Owl by Ty","https://dynamic.indigoimages.ca/gifts/008421421428.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,62.0
008421421435,"Teeny Tys - Cruiser the Turtle by Ty","https://dynamic.indigoimages.ca/gifts/008421421435.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,55.0
008421421442,"Teeny Tys - Mimi the Blue Owl by Ty","https://dynamic.indigoimages.ca/gifts/008421421442.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,49.0,PURPLE,20.0,GREY/WHITE,16.0
008421421459,"Teeny Tys - Shuffler the Pink Turtle by Ty","https://dynamic.indigoimages.ca/gifts/008421421459.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,64.0
008421421589,"Teeny Tys - Pennie the Zebra (Pink) by Ty","https://dynamic.indigoimages.ca/gifts/008421421589.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,39.0,BLACK,21.0,BROWN,16.0
008421421596,"Teeny Tys - Gus the Penguin (Blue) by Ty","https://dynamic.indigoimages.ca/gifts/008421421596.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,57.0,GREY/WHITE,21.0,RED,6.0
008421421602,"Teeny Tys - Spangle the Dalmatian Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421421602.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,47.0,BLACK,23.0,PINK,9.0
008421421619,"Teeny Tys - Candy the Pug Dog (Tan) by Ty","https://dynamic.indigoimages.ca/gifts/008421421619.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,37.0,BLACK,24.0,PINK,23.0
008421421626,"Teeny Tys - Gypsy the Dog (Brown/White) by Ty","https://dynamic.indigoimages.ca/gifts/008421421626.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",ORANGE,26.0,BROWN,23.0,GREY/WHITE,17.0
008421421633,"Teeny Tys - Jelly the Leopard (Multi color) by Ty","https://dynamic.indigoimages.ca/gifts/008421421633.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,21.0,GREY/WHITE,17.0,BROWN,16.0
008421421640,"Teeny Tys - Jack the Dog (Grey) by Ty","https://dynamic.indigoimages.ca/gifts/008421421640.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,66.0
008421421657,"Teeny Tys - Windsor the Bear (Brown) by Ty","https://dynamic.indigoimages.ca/gifts/008421421657.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,61.0
008421421664,"Teeny Tys - Monkey Boo (Brown) by Ty","https://dynamic.indigoimages.ca/gifts/008421421664.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,55.0
008421421671,"Teeny Tys - Kenny the Lynx by Ty","https://dynamic.indigoimages.ca/gifts/008421421671.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,41.0,ORANGE,21.0,PINK,12.0
008421421688,"Teeny Tys - Olivia the Leopard (Pink) by Ty","https://dynamic.indigoimages.ca/gifts/008421421688.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,33.0,GREY/WHITE,23.0,PINK,22.0
008421421695,"Teeny Tys - Trunks the Elephant (Pink/Grey) by Ty","https://dynamic.indigoimages.ca/gifts/008421421695.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,51.0
008421421800,"TY - Fay the Brown Fox (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421800.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,42.0,BLACK,31.0,GREY/WHITE,16.0
008421421824,"TY beanie Boos - Snicky the Brown Dog (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421824.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,44.0,GREY/WHITE,40.0
008421421831,"TY -Buff the Husky (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421831.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,73.0
008421421848,"TY - Roscoe the Black/White Dog (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421848.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,35.0,BLACK,29.0,BROWN,24.0
008421421855,"TY Beanie Boos - Ava the Black/White Cat (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421855.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,70.0
008421421862,"TY - Tabor the Pink/White tiger (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421421862.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,63.0
008421461288,"Peppa Pig (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421461288.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,42.0,RED,30.0
008421461295,"Princess Peppa (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421461295.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,49.0,PURPLE,20.0,GREY/WHITE,16.0
008421461301,"George Pig (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421461301.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,50.0
008421461318,"TY - Peppa Pig (clip) by Ty","https://dynamic.indigoimages.ca/gifts/008421461318.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,50.0,RED,24.0,PURPLE,12.0
008421461325,"TY - peppa Pig - George (Clip) by Ty","https://dynamic.indigoimages.ca/gifts/008421461325.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,44.0,BLUE,27.0,GREY/WHITE,9.0
008421461516,"Peppa Ballerina (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421461516.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,45.0,RED,20.0,GREY/WHITE,16.0
008421901548,"Beanie Boos - Olaf - Medium","https://dynamic.indigoimages.ca/gifts/008421901548.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,68.0
008421901876,"TY - Finding Dory - Destiny the Shark (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421901876.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,38.0,GREY/WHITE,32.0,GREEN,20.0
008421902064,"Rarity (Large)","https://dynamic.indigoimages.ca/gifts/008421902064.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,76.0
008421902071,"AppleJack (Large)","https://dynamic.indigoimages.ca/gifts/008421902071.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,39.0,ORANGE,33.0,GREY/WHITE,15.0
008421902088,"Fluttershy (Large)","https://dynamic.indigoimages.ca/gifts/008421902088.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,32.0,YELLOW,26.0,BROWN,22.0
008421902095,"Pinkie Pie (Large)","https://dynamic.indigoimages.ca/gifts/008421902095.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,69.0
008421902101,"Twilight Sparkle (Large)","https://dynamic.indigoimages.ca/gifts/008421902101.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,83.0
008421902118,"Rainbow Dash (Large)","https://dynamic.indigoimages.ca/gifts/008421902118.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,65.0
008421902187,"Tiggs - Brown Tigers (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902187.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,57.0,GREY/WHITE,24.0,RED,7.0
008421902194,"Tundra - White Tiger Medium by Ty","https://dynamic.indigoimages.ca/gifts/008421902194.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,85.0
008421902200,"Louie - Lion (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902200.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,74.0
008421902217,"Artic - Polar Bear Medium by Ty","https://dynamic.indigoimages.ca/gifts/008421902217.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,89.0
008421902224,"Brownie - Brown Bear Medium by Ty","https://dynamic.indigoimages.ca/gifts/008421902224.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,68.0
008421902231,"Ming - Panda Bear Medium by Ty","https://dynamic.indigoimages.ca/gifts/008421902231.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,37.0,BLACK,29.0,BROWN,28.0
008421902248,"Bananas - Monkey (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902248.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,61.0
008421902286,"TY - Bandit the Raccoon (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902286.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,48.0,BLACK,24.0,BROWN,15.0
008421902309,"TY - Whopper the Elephant (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902309.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,55.0,BLUE,26.0,PURPLE,15.0
008421902316,"TY - Freckles the Leopard (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902316.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,46.0,GREY/WHITE,30.0,BLACK,10.0
008421902323,"Ty Beanie Boos - Pongo the Penguin (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902323.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,59.0,BLACK,24.0,BROWN,4.0
008421902330,"TY Beanie Boos Monroe Tan Gorilla (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902330.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,78.0
008421902354,"Ty Beanie Boos - Kookoo the Grey Koala (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902354.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,77.0
008421902361,"Ty Beanie Boos - Pearl the White Cat (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902361.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,36.0,BLUE,35.0,GREEN,20.0
008421902378,"Ty Beanie Boos - Jaden the Siamese Cat (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902378.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,44.0,BROWN,23.0,BLACK,20.0
008421902392,"Ty Beanie Boos - Wiggy the Grey Sea Lion (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902392.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,81.0
008421902453,"TY - Roscoe the Black/White Dog (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421902453.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,35.0,BLACK,30.0,BROWN,24.0
008421962303,"Peppa Pig (Medium)","https://dynamic.indigoimages.ca/gifts/008421962303.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,37.0,RED,36.0
008421962914,"TY Plush - Nemo (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962914.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",RED,44.0
008421962921,"TY - Secret Life of Pets - Gidget the Dog (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962921.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,71.0
008421962938,"TY - Secret Life of Pets - Mel the Dog (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962938.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,62.0,BLACK,22.0,BROWN,8.0
008421962945,"TY - Secret Life of Pets - Max the Dog (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962945.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,62.0
008421962952,"TY - Secret Life of Pets - Snowball the Bunny (medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962952.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,42.0,PURPLE,25.0,BLUE,23.0
008421962969,"TY - Secret Life of Pets - Duke the Dog (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962969.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,80.0
008421962976,"TY - Secret Life of Pets - Buddy the Dachshund (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962976.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,72.0
008421962983,"TY - Secret Life of Pets - Chloe the Cat (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421962983.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,56.0,PURPLE,37.0
008521118617,"2-In-1 Build & Play","https://dynamic.indigoimages.ca/gifts/008521118617.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,18.0,BLUE,17.0,YELLOW,14.0
008521210212,"My Pet Vet Centre by No Brand","https://dynamic.indigoimages.ca/gifts/008521210212.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,35.0,GREY/WHITE,21.0,PURPLE,13.0
008521305666,"Kids Play Set Doctor On Call by No Brand","https://dynamic.indigoimages.ca/gifts/008521305666.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,26.0,PINK,23.0,BLUE,20.0
008888166535,"Petz Puppyz & Kittenz NDS ","https://dynamic.indigoimages.ca/gifts/008888166535.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,24.0,BROWN,21.0,PINK,19.0
008888168324,"The Smurfs 2 NDS ","https://dynamic.indigoimages.ca/gifts/008888168324.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,33.0,BLUE,32.0
008888178248,"Just Dance 2014 Wii","https://dynamic.indigoimages.ca/gifts/008888178248.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,22.0,GREY/WHITE,16.0,BLACK,14.0
008888188124,"Assassin's Creed 4: Black Flag Wii U ","https://dynamic.indigoimages.ca/gifts/008888188124.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,47.0,BLACK,25.0,BLUE,15.0
008888188575,"Tom Clancy's Splinter Cell Blacklist Wii U ","https://dynamic.indigoimages.ca/gifts/008888188575.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,61.0,BLACK,21.0,BLUE,10.0
008888346074,"Tom Clancy's Ghost Recon: Future Soldier PS3 ","https://dynamic.indigoimages.ca/gifts/008888346074.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,53.0,BLACK,31.0
008888346777,"Just Dance 3 PS3 Move ","https://dynamic.indigoimages.ca/gifts/008888346777.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,70.0
008888347699,"Rayman Legends PS3 ","https://dynamic.indigoimages.ca/gifts/008888347699.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,28.0,GREY/WHITE,23.0,BROWN,13.0
008888348054,"WATCH DOGS   PS3","https://dynamic.indigoimages.ca/gifts/008888348054.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,49.0,BLACK,37.0
008888348573,"Tom Clancy's Splinter Cell Blacklist PS3 ","https://dynamic.indigoimages.ca/gifts/008888348573.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,61.0,BLACK,28.0
008888356851,"Rayman Origins PSV ","https://dynamic.indigoimages.ca/gifts/008888356851.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,30.0,BLUE,23.0,BROWN,17.0
008888527695,"Rayman Legends XB360 ","https://dynamic.indigoimages.ca/gifts/008888527695.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,26.0,BROWN,20.0,GREEN,14.0
008888528050,"WATCH DOGS   XB360","https://dynamic.indigoimages.ca/gifts/008888528050.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,44.0,BLACK,37.0
008888528579,"Tom Clancy's Splinter Cell Blacklist XB360 ","https://dynamic.indigoimages.ca/gifts/008888528579.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,62.0,BLACK,21.0,GREEN,8.0
008888538059,"WATCH DOGS   XBONE","https://dynamic.indigoimages.ca/gifts/008888538059.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,43.0,BLACK,35.0
008888538240,"Just Dance 2014 Xbox One","https://dynamic.indigoimages.ca/gifts/008888538240.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,19.0,GREEN,16.0,BLACK,14.0
008983106153,"StikBot Deluxe 2 Pack with Tripod by Stikbot","https://dynamic.indigoimages.ca/gifts/008983106153.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,27.0,BROWN,26.0,BLACK,18.0
008983106160,"StikBot Single Pack Assorted Colours by Stikbot","https://dynamic.indigoimages.ca/gifts/008983106160.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,37.0
008983156172,"StikBot Studio Pro with Green Screen by Stikbot","https://dynamic.indigoimages.ca/gifts/008983156172.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,29.0,GREEN,20.0,ORANGE,17.0
008983345217,"Sky Ripperz 2 Pack by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983345217.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,31.0,RED,20.0,PINK,13.0
008983345347,"Sky Ripperz Heli-Howler by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983345347.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,32.0,GREEN,23.0,BLACK,16.0
008983345644,"Zoom Boom Rocket by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983345644.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,31.0,GREY/WHITE,19.0,BROWN,15.0
008983345996,"Zing FireTek Rocket - 2 pack by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983345996.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,30.0,BROWN,20.0,BLUE,18.0
008983605564,"Helix Game Pack by Zing  by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983605564.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,44.0,ORANGE,30.0
008983645027,"Zoomarang by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983645027.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,30.0,RED,29.0,YELLOW,13.0
008983645119,"Zing Air Zano Bow by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983645119.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",ORANGE,29.0,GREY/WHITE,21.0,BROWN,20.0
008983645317,"Zoom Zooka by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983645317.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",YELLOW,27.0,BLUE,22.0,GREEN,20.0
008983645706,"Z-Curve Bow by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983645706.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,42.0
008983645720,"Zing Shot by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983645720.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,34.0,RED,34.0
008983645775,"Zing Air ZX Crossbow by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983645775.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,38.0,GREEN,30.0,RED,11.0
008983645904,"StikEm Air Bow by Zing Toys","https://dynamic.indigoimages.ca/gifts/008983645904.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,49.0,GREY/WHITE,23.0,BLACK,13.0
